Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-16 00:00:00+01:00,109.59400177001953,109.59400177001953,109.11299896240234,109.6240005493164,0,0.0,0.0
2021-08-17 00:00:00+01:00,109.302001953125,109.64800262451172,109.13800048828125,109.2969970703125,0,0.0,0.0
2021-08-18 00:00:00+01:00,109.54100036621094,109.94400024414062,109.48300170898438,109.53700256347656,0,0.0,0.0
2021-08-19 00:00:00+01:00,109.85199737548828,110.20999908447266,109.49299621582031,109.84200286865234,0,0.0,0.0
2021-08-20 00:00:00+01:00,109.78199768066406,109.88500213623047,109.5780029296875,109.76799774169922,0,0.0,0.0
2021-08-23 00:00:00+01:00,109.86399841308594,110.13999938964844,109.7300033569336,109.83999633789062,0,0.0,0.0
2021-08-24 00:00:00+01:00,109.6719970703125,109.87699890136719,109.4219970703125,109.6780014038086,0,0.0,0.0
2021-08-25 00:00:00+01:00,109.74199676513672,110.0999984741211,109.68499755859375,109.7300033569336,0,0.0,0.0
2021-08-26 00:00:00+01:00,109.99700164794922,110.22200012207031,109.9260025024414,109.97599792480469,0,0.0,0.0
2021-08-27 00:00:00+01:00,110.03800201416016,110.25700378417969,109.83599853515625,110.0479965209961,0,0.0,0.0
2021-08-30 00:00:00+01:00,109.84100341796875,109.95600128173828,109.70600128173828,109.86499786376953,0,0.0,0.0
2021-08-31 00:00:00+01:00,109.93900299072266,110.06700134277344,109.60299682617188,109.94400024414062,0,0.0,0.0
2021-09-01 00:00:00+01:00,110.06199645996094,110.41000366210938,109.88300323486328,110.05599975585938,0,0.0,0.0
2021-09-02 00:00:00+01:00,110.10600280761719,110.10600280761719,109.9280014038086,110.09600067138672,0,0.0,0.0
2021-09-03 00:00:00+01:00,109.94499969482422,110.06600189208984,109.60399627685547,109.94499969482422,0,0.0,0.0
2021-09-06 00:00:00+01:00,109.77799987792969,109.93099975585938,109.7490005493164,109.76399993896484,0,0.0,0.0
2021-09-07 00:00:00+01:00,109.81900024414062,110.2509994506836,109.68699645996094,109.81999969482422,0,0.0,0.0
2021-09-08 00:00:00+01:00,110.28900146484375,110.44000244140625,110.13999938964844,110.2959976196289,0,0.0,0.0
2021-09-09 00:00:00+01:00,110.22000122070312,110.26799774169922,109.75299835205078,110.21800231933594,0,0.0,0.0
2021-09-10 00:00:00+01:00,109.77400207519531,109.98400115966797,109.70099639892578,109.78099822998047,0,0.0,0.0
2021-09-13 00:00:00+01:00,109.90899658203125,110.15599822998047,109.89900207519531,109.91500091552734,0,0.0,0.0
2021-09-14 00:00:00+01:00,109.99099731445312,110.14399719238281,109.61900329589844,109.99400329589844,0,0.0,0.0
2021-09-15 00:00:00+01:00,109.71199798583984,109.71700286865234,109.11399841308594,109.71900177001953,0,0.0,0.0
2021-09-16 00:00:00+01:00,109.39099884033203,109.8239974975586,109.21499633789062,109.38300323486328,0,0.0,0.0
2021-09-17 00:00:00+01:00,109.68599700927734,110.0719985961914,109.66799926757812,109.6989974975586,0,0.0,0.0
2021-09-20 00:00:00+01:00,109.9800033569336,110.03299713134766,109.43000030517578,109.97100067138672,0,0.0,0.0
2021-09-21 00:00:00+01:00,109.43399810791016,109.69499969482422,109.19000244140625,109.43699645996094,0,0.0,0.0
2021-09-22 00:00:00+01:00,109.15399932861328,109.63999938964844,109.12999725341797,109.14900207519531,0,0.0,0.0
2021-09-23 00:00:00+01:00,109.80899810791016,110.19499969482422,109.79199981689453,109.8219985961914,0,0.0,0.0
2021-09-24 00:00:00+01:00,110.322998046875,110.73899841308594,110.31099700927734,110.32599639892578,0,0.0,0.0
2021-09-27 00:00:00+01:00,110.75,111.05500030517578,110.53399658203125,110.76399993896484,0,0.0,0.0
2021-09-28 00:00:00+01:00,110.96199798583984,111.62899780273438,110.93699645996094,110.96399688720703,0,0.0,0.0
2021-09-29 00:00:00+01:00,111.51300048828125,111.91699981689453,111.21900177001953,111.52799987792969,0,0.0,0.0
2021-09-30 00:00:00+01:00,111.9219970703125,112.06800079345703,111.41400146484375,111.93599700927734,0,0.0,0.0
2021-10-01 00:00:00+01:00,111.46399688720703,111.4800033569336,110.91200256347656,111.46099853515625,0,0.0,0.0
2021-10-04 00:00:00+01:00,110.96299743652344,111.2979965209961,110.84200286865234,110.9469985961914,0,0.0,0.0
2021-10-05 00:00:00+01:00,110.96900177001953,111.5530014038086,110.8759994506836,110.96800231933594,0,0.0,0.0
2021-10-06 00:00:00+01:00,111.5199966430664,111.77300262451172,111.20500183105469,111.48699951171875,0,0.0,0.0
2021-10-07 00:00:00+01:00,111.40699768066406,111.5459976196289,111.24299621582031,111.41300201416016,0,0.0,0.0
2021-10-08 00:00:00+01:00,111.6729965209961,112.177001953125,111.52200317382812,111.66200256347656,0,0.0,0.0
2021-10-11 00:00:00+01:00,112.27200317382812,113.38400268554688,112.18299865722656,112.2699966430664,0,0.0,0.0
2021-10-12 00:00:00+01:00,113.41100311279297,113.7770004272461,113.01699829101562,113.38800048828125,0,0.0,0.0
2021-10-13 00:00:00+01:00,113.53600311279297,113.78800201416016,113.24800109863281,113.51899719238281,0,0.0,0.0
2021-10-14 00:00:00+01:00,113.2959976196289,113.70700073242188,113.27799987792969,113.3010025024414,0,0.0,0.0
2021-10-15 00:00:00+01:00,113.83599853515625,114.4469985961914,113.81600189208984,113.83399963378906,0,0.0,0.0
2021-10-18 00:00:00+01:00,114.30899810791016,114.43599700927734,114.0199966430664,114.3239974975586,0,0.0,0.0
2021-10-19 00:00:00+01:00,114.29100036621094,114.34600067138672,113.88300323486328,114.28500366210938,0,0.0,0.0
2021-10-20 00:00:00+01:00,114.5270004272461,114.68499755859375,114.14099884033203,114.54299926757812,0,0.0,0.0
2021-10-21 00:00:00+01:00,114.38300323486328,114.38999938964844,113.6719970703125,114.38899993896484,0,0.0,0.0
2021-10-22 00:00:00+01:00,113.8479995727539,114.18499755859375,113.51499938964844,113.8499984741211,0,0.0,0.0
2021-10-25 00:00:00+01:00,113.63800048828125,113.89600372314453,113.48999786376953,113.66400146484375,0,0.0,0.0
2021-10-26 00:00:00+01:00,113.75599670410156,114.2979965209961,113.7249984741211,113.76499938964844,0,0.0,0.0
2021-10-27 00:00:00+01:00,114.1780014038086,114.21499633789062,113.41699981689453,114.18800354003906,0,0.0,0.0
2021-10-28 00:00:00+01:00,113.77100372314453,113.85600280761719,113.25499725341797,113.7760009765625,0,0.0,0.0
2021-10-29 00:00:00+01:00,113.64399719238281,114.08599853515625,113.3949966430664,113.61599731445312,0,0.0,0.0
2021-11-01 00:00:00+00:00,114.21800231933594,114.43399810791016,114.02999877929688,114.23600006103516,0,0.0,0.0
2021-11-02 00:00:00+00:00,114.08399963378906,114.13400268554688,113.46600341796875,114.09400177001953,0,0.0,0.0
2021-11-03 00:00:00+00:00,113.96700286865234,114.14199829101562,113.72200012207031,113.96199798583984,0,0.0,0.0
2021-11-04 00:00:00+00:00,114.06600189208984,114.27300262451172,113.5270004272461,114.06999969482422,0,0.0,0.0
2021-11-05 00:00:00+00:00,113.82499694824219,114.0,113.4280014038086,113.83699798583984,0,0.0,0.0
2021-11-08 00:00:00+00:00,113.46299743652344,113.66200256347656,113.08200073242188,113.4749984741211,0,0.0,0.0
2021-11-09 00:00:00+00:00,113.24299621582031,113.25299835205078,112.73100280761719,113.25399780273438,0,0.0,0.0
2021-11-10 00:00:00+00:00,112.91300201416016,113.93599700927734,112.77400207519531,112.91200256347656,0,0.0,0.0
2021-11-11 00:00:00+00:00,113.92900085449219,114.12699890136719,113.81400299072266,113.90499877929688,0,0.0,0.0
2021-11-12 00:00:00+00:00,114.0479965209961,114.2979965209961,113.77100372314453,114.04299926757812,0,0.0,0.0
2021-11-15 00:00:00+00:00,113.99099731445312,114.04100036621094,113.76000213623047,113.98100280761719,0,0.0,0.0
2021-11-16 00:00:00+00:00,114.13099670410156,114.63099670410156,114.11000061035156,114.13200378417969,0,0.0,0.0
2021-11-17 00:00:00+00:00,114.91600036621094,114.94200134277344,114.33000183105469,114.90399932861328,0,0.0,0.0
2021-11-18 00:00:00+00:00,114.20999908447266,114.4749984741211,113.88400268554688,114.19000244140625,0,0.0,0.0
2021-11-19 00:00:00+00:00,114.31999969482422,114.52100372314453,113.60399627685547,114.28199768066406,0,0.0,0.0
2021-11-22 00:00:00+00:00,114.13899993896484,114.80699920654297,114.01899719238281,114.13800048828125,0,0.0,0.0
2021-11-23 00:00:00+00:00,114.802001953125,115.14600372314453,114.55000305175781,114.79000091552734,0,0.0,0.0
2021-11-24 00:00:00+00:00,115.15699768066406,115.47599792480469,114.8290023803711,115.14099884033203,0,0.0,0.0
2021-11-25 00:00:00+00:00,115.41400146484375,115.43599700927734,115.23600006103516,115.40799713134766,0,0.0,0.0
2021-11-26 00:00:00+00:00,115.10199737548828,115.10199737548828,113.05599975585938,115.06900024414062,0,0.0,0.0
2021-11-29 00:00:00+00:00,113.70500183105469,113.93399810791016,113.03500366210938,113.71900177001953,0,0.0,0.0
2021-11-30 00:00:00+00:00,113.80699920654297,113.88500213623047,112.54299926757812,113.80400085449219,0,0.0,0.0
2021-12-01 00:00:00+00:00,113.26300048828125,113.61299896240234,112.77400207519531,113.29900360107422,0,0.0,0.0
2021-12-02 00:00:00+00:00,112.86299896240234,113.30899810791016,112.71399688720703,112.88200378417969,0,0.0,0.0
2021-12-03 00:00:00+00:00,113.0260009765625,113.60600280761719,112.86000061035156,113.02200317382812,0,0.0,0.0
2021-12-06 00:00:00+00:00,113.01100158691406,113.48200225830078,112.85600280761719,113.04199981689453,0,0.0,0.0
2021-12-07 00:00:00+00:00,113.48600006103516,113.77300262451172,113.41000366210938,113.45800018310547,0,0.0,0.0
2021-12-08 00:00:00+00:00,113.51599884033203,113.93000030517578,113.3239974975586,113.5250015258789,0,0.0,0.0
2021-12-09 00:00:00+00:00,113.71399688720703,113.80599975585938,113.28399658203125,113.68399810791016,0,0.0,0.0
2021-12-10 00:00:00+00:00,113.43800354003906,113.78600311279297,113.23699951171875,113.447998046875,0,0.0,0.0
2021-12-13 00:00:00+00:00,113.51000213623047,113.72100067138672,113.38600158691406,113.5009994506836,0,0.0,0.0
2021-12-14 00:00:00+00:00,113.5739974975586,113.7490005493164,113.43900299072266,113.5770034790039,0,0.0,0.0
2021-12-15 00:00:00+00:00,113.73899841308594,113.89700317382812,113.63099670410156,113.74299621582031,0,0.0,0.0
2021-12-16 00:00:00+00:00,114.15599822998047,114.24500274658203,113.56400299072266,114.13600158691406,0,0.0,0.0
2021-12-17 00:00:00+00:00,113.68000030517578,113.84500122070312,113.1510009765625,113.66300201416016,0,0.0,0.0
2021-12-20 00:00:00+00:00,113.5510025024414,113.68499755859375,113.33100128173828,113.51799774169922,0,0.0,0.0
2021-12-21 00:00:00+00:00,113.65899658203125,114.16300201416016,113.56700134277344,113.66200256347656,0,0.0,0.0
2021-12-22 00:00:00+00:00,114.01499938964844,114.36199951171875,114.0009994506836,113.99400329589844,0,0.0,0.0
2021-12-23 00:00:00+00:00,114.1240005493164,114.44100189208984,114.10700225830078,114.12100219726562,0,0.0,0.0
2021-12-24 00:00:00+00:00,114.45700073242188,114.50499725341797,114.29900360107422,114.45800018310547,0,0.0,0.0
2021-12-27 00:00:00+00:00,114.33799743652344,114.9010009765625,114.31900024414062,114.33300018310547,0,0.0,0.0
2021-12-28 00:00:00+00:00,114.78800201416016,114.93399810791016,114.70899963378906,114.79199981689453,0,0.0,0.0
2021-12-29 00:00:00+00:00,114.76699829101562,115.03199768066406,114.6729965209961,114.77300262451172,0,0.0,0.0
2021-12-30 00:00:00+00:00,114.95700073242188,115.19999694824219,114.9469985961914,114.947998046875,0,0.0,0.0
2021-12-31 00:00:00+00:00,115.05899810791016,115.19200134277344,115.00499725341797,115.06300354003906,0,0.0,0.0
2022-01-03 00:00:00+00:00,115.13600158691406,115.36000061035156,114.9739990234375,115.14199829101562,0,0.0,0.0
2022-01-04 00:00:00+00:00,115.31600189208984,116.33999633789062,115.29900360107422,115.3280029296875,0,0.0,0.0
2022-01-05 00:00:00+00:00,116.16500091552734,116.23500061035156,115.62699890136719,116.17400360107422,0,0.0,0.0
2022-01-06 00:00:00+00:00,116.12899780273438,116.17900085449219,115.65399932861328,116.12799835205078,0,0.0,0.0
2022-01-07 00:00:00+00:00,115.87000274658203,116.02999877929688,115.59100341796875,115.86499786376953,0,0.0,0.0
2022-01-10 00:00:00+00:00,115.62200164794922,115.84200286865234,115.04499816894531,115.61799621582031,0,0.0,0.0
2022-01-11 00:00:00+00:00,115.28299713134766,115.6760025024414,115.13700103759766,115.27799987792969,0,0.0,0.0
